Government,Region,Issuing Area of Government,Title,Type,Date,OSS Specific?,Stated Objective: Cost,Stated Objective: Sovereignty,Stated Objective: Support for National Industry,Stated Objective: Modernization,Stated Objective: Transparency,Stated Objective: Security,Action,Term,Status,Comments,Source,Source II,Notes
United Kingdom,Europe,Executive,OSS Testing by government agencies,Support,2004,Yes,-,-,-,X,-,-,R&D,OSS,Approved,"Nine government agencies tested OSS to ―measure the effectiveness and cost-benefits of IT systems based on OSS products.  OCG concluded testing found that ―open source software is a viable and credible alternative to proprietary software for many applications, but there are still limitations hindering its use.  It recommends a gradual introduction of OSS as applications improve.",http://web.archive.org/web/20090127123117/http://www.ogc.gov.uk/index.asp?id=2190,http://www.ogc.gov.uk/application.asp?app=press_release.asp&process=full_record&id=1000030,
United Kingdom,Europe,Agency,"Open Source, Open Standards and Re–Use: Government Action Plan",Directives & Regulation,2009,Yes,X,-,-,-,-,-,Procurement - mandatory,OSS,Approved,"Set by the Chief Information Office Council, it establishes the UK‘s Open Source policy as follows: The Government will actively and fairly consider open source solutions alongside proprietary ones in making procurement decisions, Procurement decisions will be made on the basis on the best value for money solution to the business requirement, taking account of total lifetime cost of ownership of the solution, including exit and transition costs, after ensuring that solutions fulfill minimum and essential capability, security, scalability, transferability, support and manageability requirements. The Government will expect those putting forward IT solutions to develop where necessary a suitable mix of open source and proprietary products to ensure that the best possible overall solution can be considered. Where there is no significant overall cost difference between open and non-open source products, open source will be selected on the basis of its additional inherent flexibility.",https://web.archive.org/web/20090703105025/http://www.cabinetoffice.gov.uk/cio/transformational_government/open_source/policy.aspx,,
United Kingdom,Europe,Ministry,Open Source Software Trials in Government: Final Report,Other,2003,Yes,X,-,-,-,-,-,R&D,OSS,Approved,November 2002 Case Study and September 2003 Proof of Concept. Final Report state that OSS is a viable and credible alternative to proprietary software and recommend the public sector consider benefits of development and migration.,https://web.archive.org/web/20041028202206/http://www.ogc.gov.uk/embedded_object.asp?docid=1002367,,
United Kingdom,Europe,Executive,National Computing Centre,Support,2005,Yes,-,-,-,X,-,-,R&D,OSS,Approved,The government will sponsor research at the National Computing Centre in OS applications in the public sector.,https://web.archive.org/web/20050622043843/http://www.vnunet.com/vnunet/news/2138325/uk-government-turns-open-source,,
United Kingdom,Europe,Executive,"Open Source, Open Standards and Re-Use Government Action Plan",Strategy,2005,Yes,-,-,-,X,-,-,R&D,OSS,Approved,"The Open Source, Open Standards, and Re-Use Government Action Plan, establishes an action plan to develop a 'level playing field' between open source and proprietary software. The policy instructs the government to equally consider open source solutions alongside proprietary solutions in procurement decision. When there is no considerable cost difference between open source and proprietary solutions, the open source solution will be favored. Sidenote: In Section 6.7 open standards are mentioned.",https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/61962/open_source.pdf,,
United Kingdom,Europe,Agency,Code4Health,Support,2015,Yes,-,-,-,X,-,-,R&D,OSS,Approved,"Project connecting healthcare providers, developers and supporters to build OSS solutions over 30 communities.",https://www.england.nhs.uk/2015/03/code4health/,,
United States,North America,Legislative,H.R.533 - Voting Opportunity and Technology Enhancement Rights Act of 2005,Bill,2005,No,-,-,-,X,-,X,Procurement - mandatory,OSS,Failed,Sec. 299F would require the use of publicly available OSS in voting machines.,https://www.congress.gov/bill/109th-congress/house-bill/533/,,
United States,North America,Ministry,Open Technology Roadmap,Other,2006,No,-,-,X,X,-,X,R&D,OSS,Approved,This report studies how to adapt the technology acquisitions process to default to Open Technology Development implementations. It offers reasons why OSS and open source development methodologies matter for US national security. It claims that If DoD charts a course to increase the use of open source software and create an internal DoD collaborative code repository the effects would be transformative.,https://apps.dtic.mil/sti/pdfs/ADA450769.pdf,https://arstechnica.com/uncategorized/2006/08/7545/,
United States,North America,Armed Forces,US Army Regulation 25-2,Directives & Regulation,2007,No,-,-,-,X,-,X,How to Use,OSS,Approved,"Section II on software security permits the use of OSS ""when the source code is available for examination of malicious content, applicable configuration implementation guidance is available and implemented, a protection profile is in existence, or a risk and vulnerability assessment has been conducted"".",https://web.archive.org/web/20110722180429/https://armypubs.army.mil/epubs/pdf/r25_2.pdf,,
United States,North America,Ministry,Memorandum on Clarifying Guidance Regarding Open Source Software,Directives & Regulation,2009,Yes,-,-,-,-,-,X,Procurement - advisory,OSS,Replaced,"Memorandum for Secretaries of the Military Departments: Clarifying Guidance Regarding Open Source Software -- supersedes DoD CIO memorandum (May 2003), explains existing laws of OSS.",https://dodcio.defense.gov/portals/0/documents/foss/2009oss.pdf,,
United States,North America,Legislative,H.R.105 - Voting Opportunity and Technology Enhancement Rights Act of 2009,Bill,2009,No,-,-,-,-,-,X,Procurement - mandatory,OSS,Failed,It would require the use of publicly available OSS in voting machines as a mechanism to ensure fair administration of federal elections.,https://www.congress.gov/bill/111th-congress/house-bill/105,,
United States,North America,Legislative,H.R.108 - Voting Opportunity and Technology Enhancement Rights Act of 2011,Bill,2011,No,-,-,-,-,-,X,Procurement - mandatory,OSS,Failed,It would require the use of publicly available OSS in voting machines as a mechanism to ensure fair administration of federal elections.,https://www.congress.gov/bill/112th-congress/house-bill/108,,
United States,North America,Legislative,H.R.5131 - VOTE Act of 2016,Bill,2016,No,-,-,-,-,-,X,R&D,OSS,Failed,"The act would amend the Help America Vote Act of 2002. it directs the Election Assistance Commission to make grants to state/local governments to conduct pilot testing with respect to, and carry out the implementation of, voting systems that use: (1) non-proprietary open source software, and (2) commercial or custom firmware and hardware.",https://www.congress.gov/bill/114th-congress/house-bill/5131,,
United States,North America,Armed Forces,Announcement on procurement,Directives & Regulation,2008,Yes,-,-,-,-,-,-,Procurement - mandatory,OSS,Approved,"The Navy will acquire only systems based on open technologies and standards. Vice Adm. Mark Edwards, deputy chief of naval operations for communications broke the news March 5 to a Navy IT Day audience in Vienna, Va., sponsored by AFCEA International.",https://fcw.com/workforce/2008/03/navy-to-focus-only-on-open-systems/254124/,,
United States,North America,Legislative,S.456 - Cyber Threat Sharing Act of 2015,Bill,2015,No,-,-,-,X,-,-,How to Use,OSS,Failed,"The bill requires the Secretary and the Director of NIST to develop a program that supports program that supports and rapidly advances the development, adoption, and implementation of automated mechanisms for the real time sharing of cyber threat indicators. This program should rely on OSS development best practices, to the maximum extent feasible.",https://www.congress.gov/bill/114th-congress/senate-bill/456/,,
United States,North America,Ministry,Memorandum on OSS in the DoD,Directives & Regulation,2003,Yes,-,-,-,-,-,-,Procurement - advisory,OSS,Replaced,Established rules for open source use at DoD.,http://www.terrybollinger.com/stenbitmemo/stenbitmemo_pdf.pdf,,
United States,North America,Legislative,H.R.5515 - John S. McCain National Defense Authorization Act for Fiscal Year 2019 (NDAA 2019) (Public Law: 115-232,Bill,2018,No,-,-,-,-,-,-,How to Use,OSS,Approved,Exempts OSS from sec. 1655 on mitigation of risks to national security posed by providers of information technology products and services who have obligations to foreign governments.,https://www.congress.gov/bill/115th-congress/house-bill/5515,,
United States,North America,Legislative,H.R.4403 - Enhancing Overseas Traveler Vetting Act,Bill,2016,Yes,-,-,-,X,-,-,Procurement - advisory,OSS,Failed,"The act sought to authorize the development of OSS based on certain systems of the DHS and the DOS to facilitate the vetting of travelers against terrorist watchlists and law enforcement databases, enhance border management, and improve targeting and analysis, and for other purposes. Passed the House, was referred to the Senate Committee on Foreign Relations.",https://www.congress.gov/bill/114th-congress/house-bill/4403,,
United States,North America,Legislative,H.R.2627 - Enhancing Overseas Traveler Vetting Act,Bill,2017,Yes,-,-,-,X,-,-,Procurement - advisory,OSS,Failed,"The act sought to authorize the development of OSS based on certain systems of the DHS and the DOS to facilitate the vetting of travelers against terrorist watchlists and law enforcement databases, enhance border management, and improve targeting and analysis, and for other purposes.",https://www.congress.gov/bill/115th-congress/house-bill/2627,,
United States,North America,Agency,18F Open Source Policy,Other,2014,Yes,X,-,X,-,-,-,How to Use,FLOSS / FOSS,Approved,"18F, the digital services delivery team within the GSA develops in-house digital solutions. Default position is to use FOSS, develop work in the open, and publish all source code created or modified by 18F.",https://18f.gsa.gov/open-source-policy/,,
